pr_id,repo_id,number,agent,state,created_at,merged_at,closed_at,has_human_comment,has_human_review,has_human_commit,scenario_label
3212218608,126132964,9250,Claude_Code,closed,2025-07-08T11:47:02Z,2025-07-11T06:15:28Z,2025-07-11T06:15:28Z,1,1,1,S2_Human_coedited
3105926969,4414698,7749,Claude_Code,open,2025-05-31T19:14:35Z,,,1,1,1,S2_Human_coedited
3234660269,601303277,1810,Claude_Code,open,2025-07-16T06:29:06Z,,,1,1,1,S2_Human_coedited
3235103212,136202695,16758,Claude_Code,closed,2025-07-16T09:05:13Z,2025-07-18T05:37:50Z,2025-07-18T05:37:50Z,1,1,1,S2_Human_coedited
3223924413,283046497,62941,Claude_Code,closed,2025-07-11T19:04:07Z,2025-07-24T17:33:53Z,2025-07-24T17:33:53Z,1,1,1,S2_Human_coedited
3224085262,753589979,1723,Claude_Code,closed,2025-07-11T20:06:28Z,2025-07-17T08:24:33Z,2025-07-17T08:24:33Z,1,1,1,S2_Human_coedited
2914277614,37750722,29902,Claude_Code,closed,2025-03-12T15:02:08Z,,2025-04-09T16:18:43Z,1,1,1,S2_Human_coedited
2914376188,78952012,1520,Claude_Code,closed,2025-03-12T15:35:49Z,2025-05-06T02:28:43Z,2025-05-06T02:28:43Z,1,1,1,S2_Human_coedited
2915784381,22887404,15294,Claude_Code,closed,2025-03-13T04:07:28Z,2025-03-13T16:55:48Z,2025-03-13T16:55:48Z,1,1,1,S2_Human_coedited
2916677326,29702213,11672,Claude_Code,closed,2025-03-13T10:40:21Z,2025-03-18T16:01:52Z,2025-03-18T16:01:52Z,1,1,1,S2_Human_coedited
2921044123,104242311,8843,Claude_Code,closed,2025-03-14T18:49:29Z,2025-05-28T16:31:23Z,2025-05-28T16:31:24Z,1,1,1,S2_Human_coedited
3241861541,494350706,877,Claude_Code,closed,2025-07-18T04:59:00Z,2025-07-18T05:11:23Z,2025-07-18T05:11:23Z,1,1,1,S2_Human_coedited
2925282771,104242311,8868,Claude_Code,closed,2025-03-17T14:22:55Z,,2025-05-07T16:03:38Z,1,1,1,S2_Human_coedited
2936982220,440752086,17035,Claude_Code,closed,2025-03-21T01:10:15Z,2025-03-26T06:56:39Z,2025-03-26T06:56:39Z,1,1,1,S2_Human_coedited
2986072834,838093526,202,Claude_Code,closed,2025-04-10T15:28:26Z,2025-04-11T05:02:46Z,2025-04-11T05:02:46Z,1,1,1,S2_Human_coedited
3037985682,257787813,9019,Claude_Code,closed,2025-05-04T12:41:09Z,2025-05-05T21:56:51Z,2025-05-05T21:56:51Z,1,1,1,S2_Human_coedited
3047699666,839216423,1610,Claude_Code,closed,2025-05-08T03:30:00Z,2025-05-08T04:24:57Z,2025-05-08T04:24:57Z,1,1,1,S2_Human_coedited
3193198936,707764474,841,Claude_Code,closed,2025-07-01T17:00:54Z,2025-07-01T18:11:08Z,2025-07-01T18:11:08Z,1,1,1,S2_Human_coedited
3194483657,839216423,2305,Claude_Code,closed,2025-07-02T04:18:53Z,2025-07-03T08:23:38Z,2025-07-03T08:23:38Z,1,1,1,S2_Human_coedited
3078006902,354647574,324,Claude_Code,closed,2025-05-20T19:19:18Z,2025-05-21T12:00:58Z,2025-05-21T12:00:58Z,1,1,1,S2_Human_coedited
3079303421,845317529,909,Claude_Code,closed,2025-05-21T07:57:45Z,,2025-05-28T05:49:20Z,1,1,1,S2_Human_coedited
3172647828,139199684,18363,Claude_Code,closed,2025-06-24T16:48:54Z,2025-06-25T16:37:20Z,2025-06-25T16:37:20Z,1,1,1,S2_Human_coedited
3173971926,136202695,16442,Claude_Code,closed,2025-06-25T03:20:07Z,2025-06-26T08:13:59Z,2025-06-26T08:13:59Z,1,1,1,S2_Human_coedited
3151873955,108035205,5296,Claude_Code,open,2025-06-17T02:55:31Z,,,1,1,1,S2_Human_coedited
3152317896,887001058,470,Claude_Code,closed,2025-06-17T07:03:22Z,2025-06-17T14:52:26Z,2025-06-17T14:52:26Z,1,1,1,S2_Human_coedited
3158802702,963547829,285,Claude_Code,closed,2025-06-19T03:39:41Z,,2025-07-22T16:21:13Z,1,1,1,S2_Human_coedited
3158818689,243463116,217,Claude_Code,closed,2025-06-19T03:49:07Z,2025-07-23T11:20:45Z,2025-07-23T11:20:45Z,1,1,1,S2_Human_coedited
3128713996,846769747,991,Claude_Code,closed,2025-06-08T21:36:35Z,2025-06-09T05:21:22Z,2025-06-09T05:21:22Z,1,1,1,S2_Human_coedited
3132093324,599547518,19396,Claude_Code,open,2025-06-10T04:21:34Z,,,1,1,1,S2_Human_coedited
3221043102,860100131,1387,Copilot,open,2025-07-11T00:10:20Z,,,1,1,1,S2_Human_coedited
3221072168,93882897,7714,Copilot,closed,2025-07-11T00:30:43Z,2025-07-15T12:08:53Z,2025-07-15T12:08:53Z,1,1,1,S2_Human_coedited
3221217744,36889083,3184,Copilot,closed,2025-07-11T02:00:49Z,2025-07-24T13:07:00Z,2025-07-24T13:07:00Z,1,1,1,S2_Human_coedited
3206197492,722740195,612,Copilot,closed,2025-07-06T06:51:55Z,2025-07-08T11:44:11Z,2025-07-08T11:44:11Z,1,1,1,S2_Human_coedited
3206203957,680120071,6752,Copilot,closed,2025-07-06T06:56:32Z,2025-07-06T07:57:03Z,2025-07-06T07:57:03Z,1,1,1,S2_Human_coedited
3206231176,172733314,4694,Copilot,open,2025-07-06T07:25:18Z,,,1,1,1,S2_Human_coedited
3206264749,991787132,64,Copilot,closed,2025-07-06T07:55:29Z,2025-07-06T09:22:40Z,2025-07-06T09:22:40Z,1,1,1,S2_Human_coedited
3124605364,121444325,15885,Copilot,closed,2025-06-06T12:13:21Z,2025-06-10T08:52:24Z,2025-06-10T08:52:24Z,1,1,1,S2_Human_coedited
3124649893,676885433,187,Copilot,closed,2025-06-06T12:32:08Z,2025-06-06T15:02:39Z,2025-06-06T15:02:39Z,1,1,1,S2_Human_coedited
3124709717,221931137,1918,Copilot,closed,2025-06-06T12:55:47Z,2025-06-06T14:55:10Z,2025-06-06T14:55:10Z,1,1,1,S2_Human_coedited
3124835441,31625029,4062,Copilot,closed,2025-06-06T13:45:27Z,,2025-06-10T07:51:21Z,1,1,1,S2_Human_coedited
3125029980,797493401,1181,Copilot,closed,2025-06-06T14:54:51Z,2025-06-07T21:04:30Z,2025-06-07T21:04:30Z,1,1,1,S2_Human_coedited
3108908027,136202695,16009,Copilot,closed,2025-06-02T07:11:28Z,2025-06-03T00:32:27Z,2025-06-03T00:32:27Z,1,1,1,S2_Human_coedited
3109359968,103307180,1809,Copilot,closed,2025-06-02T09:30:10Z,2025-06-30T10:24:57Z,2025-06-30T10:24:57Z,1,1,1,S2_Human_coedited
3150971698,401807767,2727,Copilot,closed,2025-06-16T18:53:20Z,2025-07-16T22:19:14Z,2025-07-16T22:19:14Z,1,1,1,S2_Human_coedited
3151002300,323665366,6671,Copilot,closed,2025-06-16T19:04:49Z,2025-06-17T20:07:52Z,2025-06-17T20:07:53Z,1,1,1,S2_Human_coedited
3151219647,65080725,5793,Copilot,closed,2025-06-16T20:24:55Z,2025-06-18T19:56:39Z,2025-06-18T19:56:39Z,1,1,1,S2_Human_coedited
3151237217,428828424,1437,Copilot,closed,2025-06-16T20:31:40Z,2025-06-23T23:26:28Z,2025-06-23T23:26:28Z,1,1,1,S2_Human_coedited
3151249906,780660899,864,Copilot,closed,2025-06-16T20:36:53Z,2025-06-17T18:53:55Z,2025-06-17T18:53:55Z,1,1,1,S2_Human_coedited
3215992008,768315520,1897,Copilot,open,2025-07-09T13:38:36Z,,,1,1,1,S2_Human_coedited
3234065894,381857226,7918,Copilot,open,2025-07-16T00:39:56Z,,,1,1,1,S2_Human_coedited
3234115546,967503541,618,Copilot,closed,2025-07-16T01:06:48Z,,2025-07-17T22:49:46Z,1,1,1,S2_Human_coedited
3234138504,967503541,620,Copilot,closed,2025-07-16T01:22:15Z,2025-07-17T17:30:44Z,2025-07-17T17:30:44Z,1,1,1,S2_Human_coedited
3234152217,3222538,2259,Copilot,closed,2025-07-16T01:30:59Z,2025-07-16T04:44:27Z,2025-07-16T04:44:27Z,1,1,1,S2_Human_coedited
3190486831,33142199,4994,Copilot,closed,2025-07-01T02:47:36Z,2025-07-01T21:57:50Z,2025-07-01T21:57:50Z,1,1,1,S2_Human_coedited
3190536492,381857226,7783,Copilot,closed,2025-07-01T03:18:45Z,2025-07-03T07:38:59Z,2025-07-03T07:38:59Z,1,1,1,S2_Human_coedited
3190608451,294546561,16762,Copilot,closed,2025-07-01T04:07:04Z,,2025-07-07T08:38:40Z,1,1,1,S2_Human_coedited
3190612638,48009214,14829,Copilot,closed,2025-07-01T04:09:40Z,2025-07-08T09:47:07Z,2025-07-08T09:47:07Z,1,1,1,S2_Human_coedited
3190612959,48009214,14830,Copilot,closed,2025-07-01T04:09:54Z,2025-07-04T07:42:07Z,2025-07-04T07:42:07Z,1,1,1,S2_Human_coedited
3081715193,587965862,1620,Copilot,closed,2025-05-22T00:36:08Z,2025-05-29T02:03:40Z,2025-05-29T02:03:41Z,1,1,1,S2_Human_coedited
3081770176,210716005,115854,Copilot,closed,2025-05-22T01:24:04Z,2025-05-27T20:02:15Z,2025-05-27T20:02:15Z,1,1,1,S2_Human_coedited
3081816409,52481933,4100,Copilot,closed,2025-05-22T02:00:45Z,,2025-05-25T16:17:24Z,1,1,1,S2_Human_coedited
3081821271,52481933,4101,Copilot,closed,2025-05-22T02:04:25Z,,2025-05-22T17:48:44Z,1,1,1,S2_Human_coedited
3081925002,696529789,9461,Copilot,open,2025-05-22T03:28:55Z,,,1,1,1,S2_Human_coedited
3082070083,103307180,1780,Copilot,closed,2025-05-22T05:14:19Z,2025-06-30T09:59:41Z,2025-06-30T09:59:41Z,1,1,1,S2_Human_coedited
3174512200,696529789,10037,Copilot,closed,2025-06-25T07:17:53Z,2025-06-26T05:21:44Z,2025-06-26T05:21:44Z,1,1,1,S2_Human_coedited
3175054599,248703055,332,Copilot,closed,2025-06-25T10:08:48Z,2025-06-30T09:34:09Z,2025-06-30T09:34:09Z,1,1,1,S2_Human_coedited
3166380013,47667822,723,Copilot,open,2025-06-22T23:56:46Z,,,1,1,1,S2_Human_coedited
3166454125,824265054,739,Copilot,closed,2025-06-23T01:13:45Z,2025-06-23T03:39:22Z,2025-06-23T03:39:22Z,1,1,1,S2_Human_coedited
3166697799,162945532,1755,Copilot,closed,2025-06-23T04:10:49Z,2025-06-27T04:22:12Z,2025-06-27T04:22:12Z,1,1,1,S2_Human_coedited
3167462922,54298946,34153,Copilot,closed,2025-06-23T09:30:10Z,,2025-06-23T16:03:19Z,1,1,1,S2_Human_coedited
3125682958,41881900,250894,Copilot,closed,2025-06-06T19:29:13Z,,2025-06-10T20:30:41Z,1,1,1,S2_Human_coedited
3125744468,221931137,1938,Copilot,closed,2025-06-06T19:58:37Z,2025-06-11T15:02:03Z,2025-06-11T15:02:03Z,1,1,1,S2_Human_coedited
3125790678,33010673,2227,Copilot,closed,2025-06-06T20:23:46Z,2025-06-06T23:51:24Z,2025-06-06T23:51:24Z,1,1,1,S2_Human_coedited
3125850603,860100131,1086,Copilot,closed,2025-06-06T20:59:19Z,,2025-06-24T23:54:59Z,1,1,1,S2_Human_coedited
3210898758,416855086,1382,Copilot,closed,2025-07-08T03:35:24Z,2025-07-17T15:31:06Z,2025-07-17T15:31:06Z,1,1,1,S2_Human_coedited
3179766264,2081118,3471,Copilot,open,2025-06-26T17:10:38Z,,,1,1,1,S2_Human_coedited
3179782246,944635237,108,Copilot,closed,2025-06-26T17:17:46Z,2025-06-27T10:30:26Z,2025-06-27T10:30:26Z,1,1,1,S2_Human_coedited
3179795816,696529789,10074,Copilot,closed,2025-06-26T17:23:24Z,2025-07-10T02:14:15Z,2025-07-10T02:14:15Z,1,1,1,S2_Human_coedited
3180007991,134777298,7105,Copilot,closed,2025-06-26T18:37:15Z,2025-06-26T22:14:01Z,2025-06-26T22:14:01Z,1,1,1,S2_Human_coedited
3078352984,460125865,3071,Copilot,closed,2025-05-20T22:18:51Z,,2025-05-21T16:58:38Z,1,1,1,S2_Human_coedited
3078366765,33373292,2539,Copilot,open,2025-05-20T22:29:23Z,,,1,1,1,S2_Human_coedited
3078439427,17620347,62036,Copilot,closed,2025-05-20T23:20:02Z,,2025-06-13T05:23:46Z,1,1,1,S2_Human_coedited
3078440447,16962535,1747,Copilot,open,2025-05-20T23:21:00Z,,,1,1,1,S2_Human_coedited
3231589632,234231371,3583,Copilot,closed,2025-07-15T09:47:44Z,2025-07-23T14:27:03Z,2025-07-23T14:27:03Z,1,1,1,S2_Human_coedited
3121165724,247710440,1891,Copilot,closed,2025-06-05T13:05:05Z,2025-06-05T16:45:54Z,2025-06-05T16:45:54Z,1,1,1,S2_Human_coedited
3195676820,263364731,884,Copilot,closed,2025-07-02T12:05:19Z,2025-07-07T12:01:25Z,2025-07-07T12:01:25Z,1,1,1,S2_Human_coedited
3195801570,696529789,10203,Copilot,closed,2025-07-02T12:48:10Z,2025-07-11T11:24:23Z,2025-07-11T11:24:23Z,1,1,1,S2_Human_coedited
3195825058,696529789,10205,Copilot,closed,2025-07-02T12:55:14Z,,2025-07-16T00:53:45Z,1,1,1,S2_Human_coedited
3195859598,696529789,10207,Copilot,closed,2025-07-02T13:06:11Z,2025-07-04T03:59:16Z,2025-07-04T03:59:16Z,1,1,1,S2_Human_coedited
3106326653,136202695,15996,Copilot,closed,2025-06-01T00:56:59Z,2025-06-02T00:51:01Z,2025-06-02T00:51:01Z,1,1,1,S2_Human_coedited
3121860517,111599187,3508,Copilot,closed,2025-06-05T16:34:05Z,2025-06-19T05:13:10Z,2025-06-19T05:13:10Z,1,1,1,S2_Human_coedited
3122232574,41881900,250771,Copilot,closed,2025-06-05T18:36:11Z,2025-06-13T16:03:56Z,2025-06-13T16:03:56Z,1,1,1,S2_Human_coedited
3151882306,381857226,7661,Copilot,closed,2025-06-17T03:02:12Z,2025-06-17T08:03:40Z,2025-06-17T08:03:40Z,1,1,1,S2_Human_coedited
3151946493,696529789,9906,Copilot,open,2025-06-17T03:50:43Z,,,1,1,1,S2_Human_coedited
3151984235,824265054,735,Copilot,closed,2025-06-17T04:08:35Z,2025-06-20T03:57:11Z,2025-06-20T03:57:11Z,1,1,1,S2_Human_coedited
3152145544,510889311,5368,Copilot,closed,2025-06-17T05:47:19Z,2025-06-24T20:30:44Z,2025-06-24T20:30:44Z,1,1,1,S2_Human_coedited
3152257828,381857226,7667,Copilot,closed,2025-06-17T06:40:23Z,2025-06-19T03:50:04Z,2025-06-19T03:50:04Z,1,1,1,S2_Human_coedited
3152485982,65080725,5795,Copilot,closed,2025-06-17T08:04:27Z,2025-07-16T08:34:57Z,2025-07-16T08:34:57Z,1,1,1,S2_Human_coedited
3152602811,65080725,5797,Copilot,closed,2025-06-17T08:39:13Z,2025-07-15T07:39:51Z,2025-07-15T07:39:51Z,1,1,1,S2_Human_coedited
3209660072,327696712,5177,Copilot,closed,2025-07-07T16:41:42Z,2025-07-14T09:56:10Z,2025-07-14T09:56:10Z,1,1,1,S2_Human_coedited
3209727238,33010673,2254,Copilot,closed,2025-07-07T17:08:29Z,2025-07-10T22:45:24Z,2025-07-10T22:45:24Z,1,1,1,S2_Human_coedited
3225310809,41881900,255543,Copilot,closed,2025-07-12T12:48:00Z,,2025-07-12T18:45:19Z,1,1,1,S2_Human_coedited
3247403285,921684538,149,Copilot,closed,2025-07-21T06:31:39Z,2025-07-23T07:42:18Z,2025-07-23T07:42:18Z,1,1,1,S2_Human_coedited
3204950565,247710440,1951,Copilot,open,2025-07-05T13:32:03Z,,,1,1,1,S2_Human_coedited
3235010382,65080725,6058,Copilot,closed,2025-07-16T08:33:26Z,2025-07-21T12:12:37Z,2025-07-21T12:12:37Z,1,1,1,S2_Human_coedited
3235168159,696529789,10453,Copilot,closed,2025-07-16T09:24:39Z,2025-07-16T22:38:11Z,2025-07-16T22:38:11Z,1,1,1,S2_Human_coedited
3235213901,190735189,95,Copilot,closed,2025-07-16T09:39:43Z,2025-07-19T12:14:35Z,2025-07-19T12:14:35Z,1,1,1,S2_Human_coedited
3235249371,161264999,2785,Copilot,closed,2025-07-16T09:51:07Z,2025-07-16T14:30:12Z,2025-07-16T14:30:13Z,1,1,1,S2_Human_coedited
3189765757,33010673,2249,Copilot,closed,2025-06-30T20:29:28Z,2025-07-11T19:06:25Z,2025-07-11T19:06:25Z,1,1,1,S2_Human_coedited
3189842687,696529789,10152,Copilot,closed,2025-06-30T20:58:29Z,2025-07-02T08:51:10Z,2025-07-02T08:51:11Z,1,1,1,S2_Human_coedited
3189891999,262395224,30337,Copilot,closed,2025-06-30T21:21:45Z,2025-07-28T14:01:30Z,2025-07-28T14:01:30Z,1,1,1,S2_Human_coedited
3189898546,464577591,2426,Copilot,closed,2025-06-30T21:24:52Z,2025-07-01T15:54:26Z,2025-07-01T15:54:26Z,1,1,1,S2_Human_coedited
3189966102,381857226,7779,Copilot,closed,2025-06-30T21:56:02Z,2025-07-01T16:09:10Z,2025-07-01T16:09:10Z,1,1,1,S2_Human_coedited
3084107311,381857226,7439,Copilot,closed,2025-05-22T17:37:28Z,2025-05-23T18:16:48Z,2025-05-23T18:16:48Z,1,1,1,S2_Human_coedited
3084261971,898171798,315,Copilot,closed,2025-05-22T18:44:58Z,2025-06-12T14:03:51Z,2025-06-12T14:03:51Z,1,1,1,S2_Human_coedited
3091765131,883186358,126,Copilot,closed,2025-05-26T17:43:12Z,2025-05-26T19:26:50Z,2025-05-26T19:26:50Z,1,1,1,S2_Human_coedited
3074511747,22855240,24652,Copilot,closed,2025-05-19T17:10:43Z,2025-05-22T23:52:15Z,2025-05-22T23:52:15Z,1,1,1,S2_Human_coedited
3074542976,587965862,1606,Copilot,open,2025-05-19T17:23:14Z,,,1,1,1,S2_Human_coedited
3074605898,80874333,1359,Copilot,closed,2025-05-19T17:52:18Z,,2025-05-20T16:23:03Z,1,1,1,S2_Human_coedited
3074647104,210716005,115735,Copilot,closed,2025-05-19T18:10:26Z,2025-06-18T01:21:21Z,2025-06-18T01:21:22Z,1,1,1,S2_Human_coedited
3074689840,33373292,2533,Copilot,closed,2025-05-19T18:28:59Z,2025-05-28T17:54:00Z,2025-05-28T17:54:00Z,1,1,1,S2_Human_coedited
3074781486,35890081,46258,Copilot,closed,2025-05-19T19:14:36Z,2025-05-29T22:29:22Z,2025-05-29T22:29:22Z,1,1,1,S2_Human_coedited
3222356037,7833168,227598,Copilot,closed,2025-07-11T10:12:02Z,2025-07-16T10:20:07Z,2025-07-16T10:20:07Z,1,1,1,S2_Human_coedited
3184337854,215705753,129,Copilot,closed,2025-06-28T00:09:31Z,2025-06-28T19:31:36Z,2025-06-28T19:31:36Z,1,1,1,S2_Human_coedited
3184470273,262395224,30293,Copilot,closed,2025-06-28T02:41:57Z,,2025-07-22T22:01:15Z,1,1,1,S2_Human_coedited
3097369537,150960118,3482,Copilot,closed,2025-05-28T13:19:30Z,2025-06-03T15:03:05Z,2025-06-03T15:03:05Z,1,1,1,S2_Human_coedited
3206831441,8546198,2796,Copilot,closed,2025-07-06T17:47:57Z,2025-07-07T16:01:09Z,2025-07-07T16:01:09Z,1,1,1,S2_Human_coedited
3206834000,8546198,2797,Copilot,open,2025-07-06T17:50:20Z,,,1,1,1,S2_Human_coedited
3118884227,97175798,2376,Copilot,closed,2025-06-04T19:26:25Z,2025-06-09T13:39:10Z,2025-06-09T13:39:10Z,1,1,1,S2_Human_coedited
3118957301,41881900,250670,Copilot,closed,2025-06-04T19:55:41Z,2025-06-06T14:34:28Z,2025-06-06T14:34:28Z,1,1,1,S2_Human_coedited
3118960106,41881900,250672,Copilot,closed,2025-06-04T19:56:53Z,2025-06-06T14:48:32Z,2025-06-06T14:48:32Z,1,1,1,S2_Human_coedited
3119042017,201991558,1897,Copilot,closed,2025-06-04T20:32:40Z,2025-06-12T21:41:38Z,2025-06-12T21:41:38Z,1,1,1,S2_Human_coedited
3127781810,230706417,1364,Copilot,closed,2025-06-08T01:28:27Z,2025-06-08T02:49:37Z,2025-06-08T02:49:37Z,1,1,1,S2_Human_coedited
3127795243,416855086,1354,Copilot,closed,2025-06-08T01:47:40Z,2025-07-02T23:45:45Z,2025-07-02T23:45:45Z,1,1,1,S2_Human_coedited
3127965129,456470362,2794,Copilot,closed,2025-06-08T05:55:17Z,2025-06-08T08:09:48Z,2025-06-08T08:09:48Z,1,1,1,S2_Human_coedited
3112462308,830335824,490,Copilot,closed,2025-06-03T05:31:11Z,2025-06-03T06:32:48Z,2025-06-03T06:32:48Z,1,1,1,S2_Human_coedited
3136595893,643971174,1780,Copilot,open,2025-06-11T12:10:20Z,,,1,1,1,S2_Human_coedited
3136803201,32051890,11993,Copilot,closed,2025-06-11T13:18:45Z,2025-06-23T15:24:54Z,2025-06-23T15:24:54Z,1,1,1,S2_Human_coedited
3241852461,651275904,695,Copilot,open,2025-07-18T04:54:58Z,,,1,1,1,S2_Human_coedited
3241986884,696529789,10525,Copilot,closed,2025-07-18T05:58:09Z,2025-07-19T04:14:43Z,2025-07-19T04:14:43Z,1,1,1,S2_Human_coedited
3242008869,93882897,7820,Copilot,closed,2025-07-18T06:06:36Z,2025-07-21T17:34:15Z,2025-07-21T17:34:15Z,1,1,1,S2_Human_coedited
3139579722,344511263,4589,Copilot,closed,2025-06-12T09:45:47Z,2025-07-03T15:40:52Z,2025-07-03T15:40:52Z,1,1,1,S2_Human_coedited
3139945869,960665821,114,Copilot,closed,2025-06-12T11:38:58Z,2025-06-12T14:46:26Z,2025-06-12T14:46:26Z,1,1,1,S2_Human_coedited
3139980757,29048891,18687,Copilot,open,2025-06-12T11:49:28Z,,,1,1,1,S2_Human_coedited
3140019527,221931137,2021,Copilot,closed,2025-06-12T12:01:53Z,2025-06-14T09:38:56Z,2025-06-14T09:38:56Z,1,1,1,S2_Human_coedited
3148932692,37137879,7240,Copilot,closed,2025-06-16T07:51:25Z,2025-07-24T14:06:51Z,2025-07-24T14:06:51Z,1,1,1,S2_Human_coedited
3149554338,41881900,251589,Copilot,closed,2025-06-16T10:57:03Z,2025-06-16T17:23:18Z,2025-06-16T17:23:18Z,1,1,1,S2_Human_coedited
3149658861,56319070,2748,Copilot,closed,2025-06-16T11:34:52Z,2025-06-16T16:41:18Z,2025-06-16T16:41:18Z,1,1,1,S2_Human_coedited
3156963474,208102250,3632,Copilot,closed,2025-06-18T13:47:09Z,2025-06-18T17:36:36Z,2025-06-18T17:36:37Z,1,1,1,S2_Human_coedited
3156991280,72477752,19899,Copilot,open,2025-06-18T13:54:52Z,,,1,1,1,S2_Human_coedited
3157341086,174629277,3868,Copilot,closed,2025-06-18T15:35:43Z,2025-06-20T17:20:43Z,2025-06-20T17:20:43Z,1,1,1,S2_Human_coedited
3157539448,717213617,3852,Copilot,closed,2025-06-18T16:35:57Z,2025-07-01T18:17:49Z,2025-07-01T18:17:49Z,1,1,1,S2_Human_coedited
3224825503,141846986,2675,Copilot,open,2025-07-12T04:50:18Z,,,1,1,1,S2_Human_coedited
3079443782,100298835,2696,Copilot,closed,2025-05-21T08:47:28Z,2025-05-26T10:12:31Z,2025-05-26T10:12:31Z,1,1,1,S2_Human_coedited
3079628682,65080725,5623,Copilot,closed,2025-05-21T09:49:12Z,,2025-05-25T16:23:39Z,1,1,1,S2_Human_coedited
3079632972,696529789,9447,Copilot,closed,2025-05-21T09:50:26Z,2025-05-22T07:18:01Z,2025-05-22T07:18:01Z,1,1,1,S2_Human_coedited
